,Age,Attrition,DistanceFromHome,Education,EnvironmentSatisfaction,Gender,JobSatisfaction,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,RelationshipSatisfaction,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,BusinessTravel_Non-Travel,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Human Resources,Department_Research & Development,Department_Sales,JobRole_Healthcare Representative,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single
390,43,0,12,3,1,0,2,14336,1,0,11,3,3,25,10,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
391,40,0,2,3,2,1,3,3448,6,0,22,2,3,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
392,54,0,5,2,1,0,1,19406,4,0,11,3,2,4,2,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
393,34,0,4,4,3,1,3,6538,9,0,15,1,3,3,2,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
394,31,0,7,2,2,1,1,4306,1,0,12,2,1,13,10,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
395,43,0,21,3,4,0,4,2258,7,0,20,1,3,3,2,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
396,43,0,8,4,3,1,3,4522,4,1,14,4,3,5,2,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
397,25,0,4,2,2,1,4,4487,1,1,11,2,3,5,4,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
398,37,0,25,5,2,1,3,4449,3,1,15,1,3,13,11,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
399,31,0,1,2,4,0,1,2218,1,0,12,3,3,4,2,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
400,39,0,1,1,2,0,3,19197,1,1,14,3,3,21,8,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
401,56,0,6,3,3,1,1,13212,9,0,11,4,2,7,7,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
402,30,0,12,3,2,1,3,6577,0,0,11,2,3,5,4,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
403,41,0,1,3,2,0,1,8392,1,0,16,3,3,10,7,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
404,28,0,17,2,3,0,1,4558,1,0,12,4,3,10,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
405,25,1,3,3,1,0,1,4031,5,0,13,3,3,2,2,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
406,52,0,3,3,4,0,3,7969,2,1,14,3,3,5,4,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
407,45,0,10,2,1,0,4,2654,3,0,21,4,2,2,2,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
408,52,0,4,2,4,1,4,16555,2,0,13,4,1,5,2,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
409,42,0,29,2,1,1,3,4556,2,0,11,2,3,5,4,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
410,30,0,2,3,3,1,4,6091,2,0,20,3,3,5,4,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
411,60,0,7,3,1,1,1,19566,5,0,11,4,1,29,8,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
412,46,0,18,3,3,1,3,4810,2,0,14,3,2,10,7,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
413,42,0,28,4,4,1,4,4523,0,0,11,4,4,6,5,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
414,24,1,1,1,1,1,2,3202,1,1,16,2,3,5,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
415,34,1,6,2,4,1,3,2351,0,0,16,4,2,2,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
416,38,0,2,2,4,0,4,1702,1,1,23,3,3,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
417,40,0,2,4,3,1,3,18041,0,0,14,4,3,20,15,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
418,26,0,23,3,1,1,4,2886,1,0,22,2,1,3,2,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
419,30,0,3,3,3,0,4,2097,4,0,15,3,1,5,3,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
420,29,0,3,4,2,0,3,11935,1,0,18,3,3,10,2,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
421,29,1,25,5,3,1,2,2546,5,0,16,2,4,2,2,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
422,19,1,2,2,1,0,4,2564,1,0,12,3,4,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
423,30,0,22,4,3,1,1,8412,0,0,11,3,3,9,8,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
424,57,0,29,3,1,0,4,14118,3,0,12,3,2,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
425,50,0,29,4,2,0,3,17046,0,0,15,2,3,27,10,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
426,30,0,2,3,3,1,4,2564,0,0,14,3,2,11,7,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
427,60,0,28,3,3,1,1,10266,4,0,19,4,4,18,13,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
428,47,0,2,2,1,1,4,5070,5,0,13,3,3,5,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
429,46,0,2,3,1,0,3,17861,6,0,13,3,1,3,2,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
430,35,0,22,3,4,0,3,4230,0,0,15,3,3,5,4,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
431,54,0,8,4,3,1,3,3780,7,0,11,3,3,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
432,34,0,2,4,4,0,3,2768,3,0,12,3,3,7,3,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
433,46,0,10,3,3,1,4,9071,2,1,19,3,3,3,2,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
434,31,0,9,1,3,0,2,10648,1,0,25,4,4,13,8,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
435,33,1,15,1,2,0,3,13610,7,1,12,4,4,7,6,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
436,33,1,10,1,1,0,4,3408,7,0,13,1,3,4,3,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
437,30,0,7,1,4,0,2,2983,0,0,14,1,3,3,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
438,35,0,16,3,4,0,3,7632,4,1,12,3,3,8,7,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
439,31,1,20,3,1,0,3,9824,3,0,12,1,3,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
440,34,1,23,3,2,1,1,9950,9,1,15,3,3,3,2,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
441,42,0,5,2,2,0,3,2093,4,0,17,4,3,2,2,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
442,36,0,10,4,2,0,4,9980,1,0,14,4,2,10,3,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
443,22,1,4,1,3,0,3,3894,5,0,16,3,3,2,2,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
444,48,0,2,5,2,1,4,4051,2,0,14,1,3,9,7,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
445,55,0,18,5,1,1,2,16835,3,0,23,4,3,10,9,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
446,41,0,10,2,4,0,4,6230,7,0,14,4,3,14,3,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
447,35,0,1,3,2,0,3,4717,9,0,11,3,3,11,9,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
448,40,0,6,3,2,1,3,13237,7,0,15,3,3,20,6,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
449,39,0,8,1,3,1,3,3755,1,0,11,1,3,8,3,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
450,31,0,2,1,2,0,4,6582,4,1,13,3,4,6,5,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
451,42,0,24,3,4,0,1,7406,1,1,21,4,2,10,9,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
452,45,0,2,3,4,0,2,4805,0,0,19,2,4,8,7,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
453,26,1,17,4,2,1,3,2741,0,1,11,2,2,7,7,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
454,29,0,19,3,4,0,4,4262,4,0,12,2,4,3,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
455,33,0,1,5,1,1,3,16184,4,0,19,3,3,6,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
456,31,0,7,3,3,0,4,11557,9,0,21,3,2,5,4,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
457,18,1,5,3,2,0,2,1878,1,1,14,4,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
458,40,0,28,3,3,0,1,10932,3,0,15,3,3,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
459,41,0,2,4,1,1,3,6811,2,1,17,1,3,8,7,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
460,26,0,29,2,1,0,3,4306,5,0,12,1,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
461,35,0,1,3,1,1,3,4859,1,0,16,4,3,5,4,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
462,34,0,21,4,4,0,4,5337,1,0,12,4,3,10,7,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
463,26,1,24,3,3,0,4,2340,1,1,18,2,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
464,37,0,1,3,2,1,4,7491,4,0,17,4,4,6,5,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
465,46,0,18,1,1,1,3,10527,5,0,11,4,2,2,2,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
466,41,0,2,5,2,1,1,16595,7,0,16,2,3,18,16,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
467,37,0,9,4,1,0,2,8834,1,0,13,4,3,9,5,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
468,52,0,6,2,4,0,1,5577,3,1,12,2,3,10,9,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
469,32,1,11,4,4,0,3,4707,8,0,12,4,3,4,2,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
470,24,0,24,3,4,0,4,2400,0,0,13,3,3,2,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
471,38,0,10,3,3,1,3,9824,3,0,19,3,3,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
472,37,0,1,4,2,1,2,6447,6,0,12,2,2,6,5,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
473,49,0,18,4,4,0,3,19502,1,1,17,3,3,31,9,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
474,24,0,23,3,2,0,4,2725,1,1,11,2,3,6,5,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
475,26,0,28,2,1,0,2,6272,1,0,20,4,4,5,3,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
476,24,0,17,2,4,0,2,2127,1,0,21,4,3,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
477,50,0,3,3,1,0,2,18200,1,0,11,3,3,32,5,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
478,25,0,13,1,2,0,3,2096,1,0,11,3,3,7,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
479,24,1,7,3,1,1,3,2886,1,1,16,4,3,6,3,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
480,30,1,12,4,2,0,1,2033,1,0,18,3,4,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
481,34,0,1,2,2,0,4,3622,1,1,13,4,3,6,5,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
482,31,1,13,4,2,0,1,4233,2,0,17,3,1,3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
483,35,0,25,2,1,0,4,3681,4,0,14,4,3,3,2,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
484,31,0,6,4,1,0,4,5460,4,0,22,4,4,7,7,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
485,27,0,6,4,1,1,3,2187,0,0,12,3,2,5,3,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
486,37,0,2,3,4,0,3,9602,4,1,11,3,2,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
487,20,0,1,3,4,1,2,2836,1,0,13,4,4,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
488,42,0,2,4,3,1,4,4089,1,0,13,2,3,10,2,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
489,43,0,6,4,2,0,4,16627,4,1,14,3,2,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
490,38,0,1,1,3,1,1,2619,3,0,17,4,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
491,43,0,9,5,4,0,3,5679,3,1,13,2,3,8,7,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
492,48,0,1,4,4,1,1,15402,7,0,11,1,1,3,2,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
493,44,0,1,4,1,1,3,5985,4,0,11,2,4,2,2,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
494,34,0,14,3,3,1,3,2579,1,1,18,4,3,8,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
495,27,1,2,1,3,0,1,3041,0,0,11,2,3,4,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
496,21,0,22,1,3,0,3,3447,1,0,11,3,3,3,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
497,44,0,3,4,4,0,4,19513,4,1,12,1,4,2,2,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
498,22,0,6,1,1,0,3,2773,0,0,20,4,3,2,2,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
499,33,0,8,4,3,0,3,7104,0,0,12,4,3,5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
500,32,0,9,4,1,1,4,6322,1,1,12,4,2,6,4,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
501,30,0,3,3,3,1,3,2083,1,0,20,3,3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
502,53,0,1,1,4,1,1,8381,7,0,20,4,4,14,7,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
503,34,0,1,5,2,0,4,2691,1,0,12,4,2,10,9,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
504,45,1,26,4,1,1,1,4286,2,0,14,4,3,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
505,26,0,6,3,3,1,4,2659,1,1,13,3,3,3,2,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
506,37,0,3,3,3,0,3,9434,1,0,15,3,3,10,7,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
507,29,0,3,2,2,1,3,5561,1,0,14,1,2,6,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
508,35,0,6,4,2,0,4,6646,1,0,13,2,3,17,11,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
509,33,0,6,3,3,0,4,7725,3,0,23,3,1,13,11,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
510,54,0,19,4,3,0,2,10725,2,0,15,3,4,9,7,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
511,36,0,9,2,2,0,2,8847,2,1,11,3,3,3,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
512,27,0,3,4,1,0,4,2045,0,0,13,4,3,4,2,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
513,20,1,10,1,4,0,3,1009,1,1,11,4,3,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
514,33,1,3,3,1,0,1,3348,1,1,11,1,3,10,8,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
515,35,0,3,3,3,0,3,1281,1,0,18,3,3,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
516,23,0,4,3,1,0,1,2819,2,0,16,1,4,3,2,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
517,25,0,8,3,4,0,2,4851,0,0,22,3,3,3,2,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
518,38,0,7,4,4,1,4,4028,0,0,20,1,3,7,7,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
519,29,0,1,4,2,0,4,2720,1,0,18,4,3,10,7,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
520,48,0,2,1,2,0,2,8120,3,0,12,4,3,2,2,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
521,27,0,3,1,4,1,4,4647,1,1,20,2,3,6,5,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
522,37,0,10,2,4,0,4,4680,3,0,17,1,3,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
523,50,0,28,1,4,0,3,3221,1,1,11,3,3,20,8,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
524,34,0,9,3,4,1,2,8621,1,0,14,2,4,8,7,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
525,24,1,3,2,1,1,3,4577,9,0,14,1,3,2,2,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
526,39,0,2,4,4,1,3,4553,1,0,11,1,3,20,7,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
527,32,0,10,3,4,0,4,5396,1,0,12,4,2,10,7,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
528,50,1,8,2,2,0,3,6796,3,1,14,1,3,4,3,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
529,38,0,1,4,2,1,4,7625,0,0,13,3,2,9,7,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
530,27,0,1,2,3,1,1,7412,1,0,11,4,3,9,7,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
531,32,0,3,2,3,1,4,11159,3,0,15,4,3,7,7,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
532,47,0,14,4,4,0,1,4960,2,0,12,4,3,7,7,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
533,40,0,5,4,4,0,1,10475,5,1,21,3,3,18,13,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
534,53,0,7,3,3,0,3,14814,3,0,19,3,3,5,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
535,41,0,10,4,2,0,4,19141,3,0,15,2,2,21,6,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
536,60,0,16,4,1,0,1,5405,8,0,14,4,3,2,2,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
537,27,0,10,2,4,0,1,8793,1,0,21,3,2,9,7,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
538,41,0,1,3,4,0,3,19189,1,0,12,2,3,22,7,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
539,50,0,8,4,4,0,2,3875,7,0,15,4,3,2,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
540,28,1,1,2,1,1,2,2216,7,1,13,4,3,7,7,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
541,36,0,8,3,1,1,1,11713,9,0,14,1,3,8,7,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
542,38,0,1,3,3,1,3,7861,4,1,14,4,4,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
543,44,0,24,3,1,0,3,3708,2,0,14,3,3,5,2,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
544,47,0,3,3,4,1,3,13770,9,1,12,4,2,22,2,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
545,30,0,27,5,3,0,4,5304,7,0,23,4,2,8,7,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
546,29,0,10,3,3,0,3,2642,1,0,11,3,3,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
547,42,1,19,3,3,0,3,2759,6,1,12,4,3,2,2,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
548,43,0,15,3,4,0,4,6804,3,0,18,3,3,2,2,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
549,34,0,8,2,2,1,3,6142,3,0,11,4,3,5,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
550,23,0,9,1,2,0,1,2500,1,0,14,4,4,4,3,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
551,39,0,3,3,3,1,2,6389,9,0,15,3,1,8,3,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
552,56,0,9,3,3,0,4,11103,7,0,11,3,2,10,7,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
553,40,0,2,1,4,1,4,2342,0,1,20,4,2,4,2,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
554,27,0,7,3,4,1,1,6811,8,0,19,1,1,7,6,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
555,29,0,10,3,4,0,2,2297,1,0,14,4,3,2,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
556,53,0,6,3,4,0,4,2450,2,0,17,4,3,2,2,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
557,35,0,2,4,4,1,1,5093,2,0,11,1,4,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
558,32,0,24,4,1,0,4,5309,1,0,15,4,3,10,8,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
559,38,0,2,5,4,0,3,3057,6,1,13,2,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
560,34,0,8,5,2,1,1,5121,3,0,14,3,3,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
561,52,0,3,4,3,0,1,16856,1,0,11,1,4,34,6,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
562,33,1,1,4,4,0,4,2686,1,1,13,3,2,10,9,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
563,25,0,26,1,3,1,4,6180,1,0,23,2,2,6,5,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
564,45,0,2,2,2,0,3,6632,0,0,13,1,3,8,7,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
565,23,0,10,1,1,0,3,3505,1,0,18,4,3,2,2,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
566,47,1,27,2,2,1,3,6397,4,1,12,4,3,5,4,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
567,34,0,2,3,4,0,4,6274,1,0,22,3,3,6,5,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
568,55,1,2,3,4,0,1,19859,5,1,13,4,3,5,2,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
569,36,0,8,4,1,0,1,7587,1,0,15,2,3,10,7,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
570,52,0,19,4,4,0,4,4258,0,0,18,1,3,4,3,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
571,26,0,1,2,1,1,4,4364,3,0,14,1,3,2,2,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
572,29,0,27,3,2,1,3,4335,4,0,12,1,2,8,7,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
573,26,1,8,3,4,0,1,5326,6,0,17,3,2,4,3,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
574,34,0,1,4,2,1,4,3280,2,0,16,3,3,4,2,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
575,54,0,19,4,4,1,1,5485,9,1,11,2,3,5,3,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
576,27,0,8,1,3,0,4,4342,0,0,19,2,3,4,2,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
577,37,0,10,1,4,1,1,2782,0,1,13,2,2,5,3,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
578,38,0,2,4,1,1,1,5980,6,1,12,4,3,15,7,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
579,34,0,2,4,3,1,1,4381,1,0,11,3,3,6,5,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
580,35,0,8,4,1,1,4,2572,1,0,16,2,2,3,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
581,30,0,1,3,4,0,3,3833,3,0,21,3,3,2,2,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
582,40,0,2,2,3,1,2,4244,1,0,24,4,3,8,7,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
583,34,0,8,2,3,1,1,6500,5,0,17,2,3,3,2,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
584,42,0,8,3,2,0,4,18430,1,0,13,2,2,24,7,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
585,23,1,6,3,3,0,1,1601,1,1,21,3,3,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
586,24,0,9,3,3,0,2,2694,1,0,11,3,3,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
