,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EnvironmentSatisfaction,Gender,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,RelationshipSatisfaction,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole
474,24,0,Travel_Rarely,Research & Development,23,3,2,0,Research Scientist,4,Married,2725,1,1,11,2,3,6,5
475,26,0,Travel_Rarely,Sales,28,2,1,0,Sales Executive,2,Married,6272,1,0,20,4,4,5,3
476,24,0,Travel_Rarely,Research & Development,17,2,4,0,Laboratory Technician,2,Married,2127,1,0,21,4,3,1,0
477,50,0,Travel_Frequently,Human Resources,3,3,1,0,Manager,2,Married,18200,1,0,11,3,3,32,5
478,25,0,Travel_Rarely,Sales,13,1,2,0,Sales Representative,3,Married,2096,1,0,11,3,3,7,4
479,24,1,Travel_Frequently,Research & Development,7,3,1,1,Laboratory Technician,3,Married,2886,1,1,16,4,3,6,3
480,30,1,Travel_Frequently,Sales,12,4,2,0,Sales Representative,1,Married,2033,1,0,18,3,4,1,0
481,34,0,Travel_Rarely,Research & Development,1,2,2,0,Research Scientist,4,Married,3622,1,1,13,4,3,6,5
482,31,1,Travel_Rarely,Sales,13,4,2,0,Sales Executive,1,Divorced,4233,2,0,17,3,1,3,1
483,35,0,Travel_Rarely,Research & Development,25,2,1,0,Laboratory Technician,4,Single,3681,4,0,14,4,3,3,2
484,31,0,Travel_Rarely,Sales,6,4,1,0,Sales Executive,4,Divorced,5460,4,0,22,4,4,7,7
485,27,0,Travel_Rarely,Research & Development,6,4,1,1,Research Scientist,3,Divorced,2187,0,0,12,3,2,5,3
486,37,0,Travel_Rarely,Sales,2,3,4,0,Sales Executive,3,Married,9602,4,1,11,3,2,3,0
487,20,0,Travel_Rarely,Research & Development,1,3,4,1,Research Scientist,2,Single,2836,1,0,13,4,4,1,0
488,42,0,Travel_Rarely,Research & Development,2,4,3,1,Healthcare Representative,4,Married,4089,1,0,13,2,3,10,2
489,43,0,Travel_Rarely,Research & Development,6,4,2,0,Research Director,4,Divorced,16627,4,1,14,3,2,1,0
490,38,0,Travel_Rarely,Research & Development,1,1,3,1,Research Scientist,1,Single,2619,3,0,17,4,2,0,0
491,43,0,Travel_Frequently,Research & Development,9,5,4,0,Laboratory Technician,3,Divorced,5679,3,1,13,2,3,8,7
492,48,0,Travel_Rarely,Research & Development,1,4,4,1,Manager,1,Married,15402,7,0,11,1,1,3,2
493,44,0,Travel_Rarely,Human Resources,1,4,1,1,Human Resources,3,Single,5985,4,0,11,2,4,2,2
494,34,0,Travel_Rarely,Sales,14,3,3,1,Sales Representative,3,Divorced,2579,1,1,18,4,3,8,2
495,27,1,Travel_Rarely,Sales,2,1,3,0,Sales Representative,1,Divorced,3041,0,0,11,2,3,4,3
496,21,0,Travel_Rarely,Sales,22,1,3,0,Sales Representative,3,Single,3447,1,0,11,3,3,3,2
497,44,0,Travel_Rarely,Research & Development,3,4,4,0,Manager,4,Married,19513,4,1,12,1,4,2,2
498,22,0,Travel_Rarely,Research & Development,6,1,1,0,Research Scientist,3,Married,2773,0,0,20,4,3,2,2
499,33,0,Travel_Rarely,Sales,8,4,3,0,Sales Executive,3,Divorced,7104,0,0,12,4,3,5,0
500,32,0,Travel_Rarely,Research & Development,9,4,1,1,Research Scientist,4,Married,6322,1,1,12,4,2,6,4
501,30,0,Travel_Frequently,Research & Development,3,3,3,1,Research Scientist,3,Divorced,2083,1,0,20,3,3,1,0
502,53,0,Travel_Rarely,Sales,1,1,4,1,Sales Executive,1,Single,8381,7,0,20,4,4,14,7
503,34,0,Travel_Rarely,Research & Development,1,5,2,0,Research Scientist,4,Married,2691,1,0,12,4,2,10,9
504,45,1,Travel_Frequently,Sales,26,4,1,1,Sales Executive,1,Married,4286,2,0,14,4,3,1,1
505,26,0,Travel_Rarely,Research & Development,6,3,3,1,Laboratory Technician,4,Married,2659,1,1,13,3,3,3,2
506,37,0,Travel_Rarely,Research & Development,3,3,3,0,Manufacturing Director,3,Married,9434,1,0,15,3,3,10,7
507,29,0,Travel_Rarely,Sales,3,2,2,1,Sales Executive,3,Married,5561,1,0,14,1,2,6,0
508,35,0,Travel_Rarely,Research & Development,6,4,2,0,Research Scientist,4,Single,6646,1,0,13,2,3,17,11
509,33,0,Travel_Frequently,Research & Development,6,3,3,0,Healthcare Representative,4,Divorced,7725,3,0,23,3,1,13,11
510,54,0,Travel_Rarely,Human Resources,19,4,3,0,Human Resources,2,Married,10725,2,0,15,3,4,9,7
511,36,0,Travel_Rarely,Research & Development,9,2,2,0,Manufacturing Director,2,Divorced,8847,2,1,11,3,3,3,2
512,27,0,Travel_Rarely,Research & Development,3,4,1,0,Research Scientist,4,Single,2045,0,0,13,4,3,4,2
513,20,1,Travel_Rarely,Research & Development,10,1,4,0,Research Scientist,3,Single,1009,1,1,11,4,3,1,0
514,33,1,Travel_Frequently,Research & Development,3,3,1,0,Research Scientist,1,Single,3348,1,1,11,1,3,10,8
515,35,0,Non-Travel,Research & Development,3,3,3,0,Laboratory Technician,3,Married,1281,1,0,18,3,3,1,0
516,23,0,Travel_Rarely,Research & Development,4,3,1,0,Research Scientist,1,Married,2819,2,0,16,1,4,3,2
517,25,0,Travel_Rarely,Sales,8,3,4,0,Sales Executive,2,Married,4851,0,0,22,3,3,3,2
518,38,0,Travel_Rarely,Sales,7,4,4,1,Sales Executive,4,Single,4028,0,0,20,1,3,7,7
519,29,0,Travel_Frequently,Research & Development,1,4,2,0,Research Scientist,4,Divorced,2720,1,0,18,4,3,10,7
520,48,0,Travel_Rarely,Sales,2,1,2,0,Sales Executive,2,Married,8120,3,0,12,4,3,2,2
521,27,0,Travel_Frequently,Sales,3,1,4,1,Sales Executive,4,Divorced,4647,1,1,20,2,3,6,5
522,37,0,Travel_Rarely,Research & Development,10,2,4,0,Research Scientist,4,Single,4680,3,0,17,1,3,1,0
523,50,0,Travel_Rarely,Research & Development,28,1,4,0,Laboratory Technician,3,Married,3221,1,1,11,3,3,20,8
524,34,0,Travel_Rarely,Research & Development,9,3,4,1,Healthcare Representative,2,Single,8621,1,0,14,2,4,8,7
525,24,1,Travel_Rarely,Sales,3,2,1,1,Sales Executive,3,Single,4577,9,0,14,1,3,2,2
526,39,0,Travel_Rarely,Research & Development,2,4,4,1,Healthcare Representative,3,Single,4553,1,0,11,1,3,20,7
527,32,0,Travel_Rarely,Sales,10,3,4,0,Sales Executive,4,Single,5396,1,0,12,4,2,10,7
528,50,1,Travel_Frequently,Sales,8,2,2,0,Sales Executive,3,Married,6796,3,1,14,1,3,4,3
529,38,0,Travel_Rarely,Research & Development,1,4,2,1,Healthcare Representative,4,Single,7625,0,0,13,3,2,9,7
530,27,0,Travel_Rarely,Research & Development,1,2,3,1,Manufacturing Director,1,Married,7412,1,0,11,4,3,9,7
531,32,0,Travel_Rarely,Research & Development,3,2,3,1,Research Director,4,Single,11159,3,0,15,4,3,7,7
532,47,0,Travel_Rarely,Sales,14,4,4,0,Sales Executive,1,Single,4960,2,0,12,4,3,7,7
533,40,0,Travel_Frequently,Sales,5,4,4,0,Sales Executive,1,Married,10475,5,1,21,3,3,18,13
534,53,0,Travel_Rarely,Research & Development,7,3,3,0,Research Director,3,Married,14814,3,0,19,3,3,5,1
535,41,0,Travel_Rarely,Human Resources,10,4,2,0,Manager,4,Divorced,19141,3,0,15,2,2,21,6
536,60,0,Travel_Rarely,Sales,16,4,1,0,Sales Executive,1,Single,5405,8,0,14,4,3,2,2
537,27,0,Travel_Frequently,Research & Development,10,2,4,0,Manufacturing Director,1,Divorced,8793,1,0,21,3,2,9,7
538,41,0,Travel_Rarely,Human Resources,1,3,4,0,Manager,3,Married,19189,1,0,12,2,3,22,7
539,50,0,Travel_Rarely,Sales,8,4,4,0,Sales Representative,2,Married,3875,7,0,15,4,3,2,2
540,28,1,Travel_Rarely,Research & Development,1,2,1,1,Research Scientist,2,Single,2216,7,1,13,4,3,7,7
541,36,0,Non-Travel,Research & Development,8,3,1,1,Research Director,1,Married,11713,9,0,14,1,3,8,7
542,38,0,Travel_Rarely,Research & Development,1,3,3,1,Manufacturing Director,3,Single,7861,4,1,14,4,4,1,0
543,44,0,Non-Travel,Research & Development,24,3,1,0,Laboratory Technician,3,Single,3708,2,0,14,3,3,5,2
544,47,0,Travel_Frequently,Sales,3,3,4,1,Sales Executive,3,Divorced,13770,9,1,12,4,2,22,2
545,30,0,Travel_Rarely,Sales,27,5,3,0,Sales Executive,4,Divorced,5304,7,0,23,4,2,8,7
546,29,0,Travel_Rarely,Sales,10,3,3,0,Sales Representative,3,Single,2642,1,0,11,3,3,1,0
547,42,1,Travel_Frequently,Research & Development,19,3,3,0,Research Scientist,3,Divorced,2759,6,1,12,4,3,2,2
548,43,0,Travel_Frequently,Sales,15,3,4,0,Sales Executive,4,Married,6804,3,0,18,3,3,2,2
549,34,0,Travel_Rarely,Research & Development,8,2,2,1,Healthcare Representative,3,Single,6142,3,0,11,4,3,5,1
550,23,0,Travel_Rarely,Research & Development,9,1,2,0,Laboratory Technician,1,Married,2500,1,0,14,4,4,4,3
551,39,0,Travel_Rarely,Human Resources,3,3,3,1,Human Resources,2,Married,6389,9,0,15,3,1,8,3
552,56,0,Travel_Rarely,Research & Development,9,3,3,0,Healthcare Representative,4,Married,11103,7,0,11,3,2,10,7
553,40,0,Travel_Rarely,Research & Development,2,1,4,1,Research Scientist,4,Single,2342,0,1,20,4,2,4,2
554,27,0,Travel_Rarely,Research & Development,7,3,4,1,Healthcare Representative,1,Single,6811,8,0,19,1,1,7,6
555,29,0,Travel_Rarely,Sales,10,3,4,0,Sales Representative,2,Divorced,2297,1,0,14,4,3,2,2
556,53,0,Travel_Rarely,Research & Development,6,3,4,0,Laboratory Technician,4,Single,2450,2,0,17,4,3,2,2
557,35,0,Non-Travel,Research & Development,2,4,4,1,Healthcare Representative,1,Divorced,5093,2,0,11,1,4,1,0
558,32,0,Travel_Frequently,Research & Development,24,4,1,0,Laboratory Technician,4,Married,5309,1,0,15,4,3,10,8
559,38,0,Travel_Rarely,Research & Development,2,5,4,0,Research Scientist,3,Married,3057,6,1,13,2,1,1,0
560,34,0,Travel_Rarely,Research & Development,8,5,2,1,Manufacturing Director,1,Divorced,5121,3,0,14,3,3,0,0
561,52,0,Travel_Rarely,Sales,3,4,3,0,Manager,1,Married,16856,1,0,11,1,4,34,6
562,33,1,Travel_Rarely,Research & Development,1,4,4,0,Research Scientist,4,Single,2686,1,1,13,3,2,10,9
563,25,0,Travel_Rarely,Sales,26,1,3,1,Sales Executive,4,Single,6180,1,0,23,2,2,6,5
564,45,0,Travel_Rarely,Sales,2,2,2,0,Sales Representative,3,Single,6632,0,0,13,1,3,8,7
565,23,0,Travel_Rarely,Research & Development,10,1,1,0,Research Scientist,3,Single,3505,1,0,18,4,3,2,2
566,47,1,Travel_Frequently,Sales,27,2,2,1,Sales Executive,3,Single,6397,4,1,12,4,3,5,4
567,34,0,Travel_Rarely,Sales,2,3,4,0,Sales Executive,4,Single,6274,1,0,22,3,3,6,5
568,55,1,Travel_Rarely,Research & Development,2,3,4,0,Manager,1,Married,19859,5,1,13,4,3,5,2
569,36,0,Non-Travel,Sales,8,4,1,0,Sales Executive,1,Single,7587,1,0,15,2,3,10,7
570,52,0,Non-Travel,Research & Development,19,4,4,0,Research Scientist,4,Married,4258,0,0,18,1,3,4,3
571,26,0,Travel_Frequently,Research & Development,1,2,1,1,Laboratory Technician,4,Divorced,4364,3,0,14,1,3,2,2
572,29,0,Travel_Rarely,Research & Development,27,3,2,1,Healthcare Representative,3,Married,4335,4,0,12,1,2,8,7
573,26,1,Travel_Rarely,Sales,8,3,4,0,Sales Executive,1,Single,5326,6,0,17,3,2,4,3
574,34,0,Travel_Rarely,Research & Development,1,4,2,1,Research Scientist,4,Single,3280,2,0,16,3,3,4,2
575,54,0,Travel_Rarely,Research & Development,19,4,4,1,Manufacturing Director,1,Divorced,5485,9,1,11,2,3,5,3
576,27,0,Travel_Frequently,Sales,8,1,3,0,Sales Executive,4,Married,4342,0,0,19,2,3,4,2
577,37,0,Travel_Rarely,Research & Development,10,1,4,1,Research Scientist,1,Divorced,2782,0,1,13,2,2,5,3
578,38,0,Travel_Frequently,Research & Development,2,4,1,1,Manufacturing Director,1,Single,5980,6,1,12,4,3,15,7
579,34,0,Travel_Rarely,Research & Development,2,4,3,1,Research Scientist,1,Single,4381,1,0,11,3,3,6,5
580,35,0,Travel_Rarely,Sales,8,4,1,1,Sales Representative,4,Married,2572,1,0,16,2,2,3,2
581,30,0,Travel_Rarely,Research & Development,1,3,4,0,Laboratory Technician,3,Married,3833,3,0,21,3,3,2,2
582,40,0,Travel_Frequently,Research & Development,2,2,3,1,Healthcare Representative,2,Married,4244,1,0,24,4,3,8,7
583,34,0,Travel_Rarely,Sales,8,2,3,1,Sales Executive,1,Married,6500,5,0,17,2,3,3,2
584,42,0,Travel_Frequently,Research & Development,8,3,2,0,Manager,4,Divorced,18430,1,0,13,2,2,24,7
585,23,1,Travel_Rarely,Research & Development,6,3,3,0,Laboratory Technician,1,Married,1601,1,1,21,3,3,0,0
586,24,0,Non-Travel,Research & Development,9,3,3,0,Laboratory Technician,2,Divorced,2694,1,0,11,3,3,1,0
587,52,0,Travel_Rarely,Research & Development,11,4,4,1,Laboratory Technician,3,Married,3149,8,0,20,2,3,5,2
588,50,0,Travel_Rarely,Research & Development,2,3,3,0,Research Director,3,Married,17639,5,0,16,4,3,4,3
589,29,1,Travel_Rarely,Research & Development,1,2,2,1,Laboratory Technician,1,Married,2319,1,1,11,4,3,1,0
590,33,0,Travel_Rarely,Research & Development,7,3,3,0,Research Director,3,Married,11691,0,0,11,4,4,13,9
591,33,1,Travel_Rarely,Sales,16,3,1,1,Sales Executive,1,Single,5324,5,0,15,3,3,3,2
592,47,0,Travel_Rarely,Research & Development,2,2,3,1,Manager,4,Married,16752,1,1,11,3,2,26,14
593,36,0,Travel_Rarely,Research & Development,1,3,3,1,Manufacturing Director,2,Married,5228,0,0,15,1,3,9,7
594,29,0,Travel_Rarely,Research & Development,23,2,3,0,Research Scientist,3,Married,2700,1,0,24,3,3,10,7
595,58,1,Travel_Rarely,Research & Development,2,4,4,0,Research Director,2,Single,19246,7,1,12,4,3,31,15
596,35,0,Travel_Rarely,Research & Development,1,4,4,1,Research Scientist,3,Single,2506,3,0,13,3,3,2,2
597,42,0,Travel_Rarely,Research & Development,1,2,4,1,Manufacturing Director,4,Married,6062,9,1,13,4,3,4,3
598,28,1,Travel_Rarely,Research & Development,2,4,3,0,Research Scientist,3,Single,4382,6,0,17,4,2,2,2
599,36,0,Travel_Rarely,Human Resources,13,3,3,0,Human Resources,2,Married,2143,4,0,13,2,3,5,2
600,32,0,Travel_Rarely,Research & Development,4,3,3,1,Manufacturing Director,3,Married,6162,1,0,12,3,3,14,13
601,40,0,Travel_Frequently,Research & Development,16,4,1,0,Laboratory Technician,3,Single,5094,6,0,14,4,3,1,0
602,30,0,Travel_Rarely,Research & Development,2,3,3,1,Manufacturing Director,4,Single,6877,5,1,24,2,2,0,0
603,45,0,Travel_Rarely,Research & Development,2,3,2,1,Research Scientist,3,Single,2274,1,0,14,4,3,1,0
604,42,0,Travel_Rarely,Research & Development,29,3,2,0,Manufacturing Director,2,Married,4434,1,0,13,4,2,9,8
605,38,0,Travel_Frequently,Research & Development,12,3,1,0,Healthcare Representative,1,Divorced,6288,2,0,15,3,2,4,3
606,34,0,Travel_Frequently,Research & Development,16,4,3,1,Research Scientist,4,Single,2553,1,0,16,3,3,5,2
607,49,1,Travel_Rarely,Sales,11,3,3,1,Sales Executive,4,Married,7654,1,0,18,1,4,9,8
608,55,1,Travel_Rarely,Sales,2,1,3,0,Sales Executive,4,Single,5160,4,0,16,3,2,9,7
609,43,0,Travel_Rarely,Research & Development,14,2,2,0,Research Director,1,Married,17159,6,0,24,3,3,4,1
610,27,0,Travel_Rarely,Research & Development,5,1,3,0,Research Director,4,Divorced,12808,1,1,16,2,3,9,8
611,35,0,Travel_Rarely,Research & Development,7,3,3,0,Manufacturing Director,3,Single,10221,3,0,21,2,4,8,5
612,28,0,Travel_Rarely,Sales,2,4,2,1,Sales Executive,2,Married,4779,1,1,20,1,3,8,7
613,34,0,Travel_Rarely,Human Resources,3,2,3,0,Human Resources,4,Married,3737,0,0,19,3,1,3,2
614,26,1,Travel_Frequently,Research & Development,5,2,3,1,Research Scientist,3,Married,2366,1,1,14,1,3,8,7
615,27,0,Non-Travel,Research & Development,3,3,4,0,Research Scientist,4,Married,1706,1,0,11,3,2,0,0
616,51,0,Travel_Rarely,Sales,26,4,1,1,Manager,3,Married,16307,2,0,14,3,2,20,6
617,44,0,Travel_Rarely,Research & Development,4,3,4,0,Healthcare Representative,2,Single,5933,9,0,12,4,2,5,2
618,25,0,Travel_Rarely,Research & Development,2,1,1,0,Research Scientist,1,Single,3424,7,0,13,3,2,4,3
619,33,0,Travel_Rarely,Sales,1,3,1,0,Sales Executive,1,Divorced,4037,1,0,22,1,3,9,8
620,35,0,Travel_Rarely,Research & Development,27,1,3,1,Research Scientist,1,Single,2559,1,0,11,4,2,6,5
621,36,0,Travel_Rarely,Sales,1,2,2,0,Sales Executive,4,Married,6201,1,1,14,4,2,18,14
622,32,0,Travel_Rarely,Sales,13,4,2,0,Sales Executive,4,Divorced,4403,2,0,11,3,2,5,2
623,30,0,Travel_Frequently,Research & Development,5,4,2,0,Research Scientist,4,Divorced,3761,9,0,12,2,2,5,4
624,53,0,Travel_Rarely,Sales,7,2,1,1,Sales Executive,4,Married,10934,7,1,18,4,3,5,2
625,45,0,Travel_Rarely,Sales,9,3,4,0,Sales Executive,1,Divorced,10761,4,1,12,3,3,5,4
626,32,0,Travel_Rarely,Research & Development,8,2,3,1,Research Scientist,3,Married,5175,5,0,12,3,2,5,3
627,52,0,Travel_Frequently,Research & Development,25,4,3,1,Manufacturing Director,4,Married,13826,3,0,22,3,3,9,8
628,37,0,Travel_Rarely,Sales,16,4,4,0,Sales Executive,3,Divorced,6334,4,0,19,4,3,1,0
629,28,0,Travel_Rarely,Human Resources,8,2,2,0,Human Resources,4,Divorced,4936,1,0,13,4,3,5,1
630,22,0,Travel_Rarely,Research & Development,1,2,4,0,Manufacturing Director,4,Married,4775,6,0,22,1,1,2,2
631,44,0,Travel_Rarely,Research & Development,8,4,1,0,Laboratory Technician,4,Married,2818,2,1,24,3,2,3,2
632,42,0,Travel_Frequently,Research & Development,2,1,2,0,Research Scientist,4,Single,2515,5,1,14,4,3,2,1
633,36,0,Travel_Rarely,Human Resources,8,3,1,0,Human Resources,1,Married,2342,0,0,21,3,3,5,4
634,25,0,Travel_Rarely,Sales,3,1,3,0,Sales Executive,1,Married,4194,1,1,18,4,3,5,3
635,35,0,Travel_Rarely,Research & Development,9,3,4,1,Manufacturing Director,3,Married,10685,1,1,20,2,3,17,14
636,35,1,Travel_Frequently,Research & Development,25,4,4,1,Research Scientist,2,Divorced,2022,1,1,19,1,2,10,2
637,32,0,Non-Travel,Research & Development,1,3,4,0,Laboratory Technician,4,Divorced,2314,0,0,12,2,3,3,0
638,25,0,Travel_Rarely,Sales,4,1,3,0,Sales Executive,1,Married,4256,1,0,12,1,4,5,2
639,49,0,Travel_Rarely,Research & Development,1,3,3,1,Research Scientist,1,Married,3580,2,0,16,2,3,4,2
640,24,0,Non-Travel,Research & Development,4,1,1,0,Laboratory Technician,4,Married,3162,0,0,17,4,2,5,2
641,32,0,Travel_Frequently,Sales,5,2,2,0,Sales Executive,2,Married,6524,1,0,14,4,3,10,8
642,38,0,Travel_Rarely,Sales,9,3,2,0,Sales Representative,2,Married,2899,0,0,19,4,3,2,2
643,42,0,Travel_Rarely,Research & Development,3,3,3,1,Laboratory Technician,4,Married,5231,2,1,13,2,2,5,3
644,31,0,Travel_Rarely,Research & Development,11,4,4,0,Research Scientist,4,Married,2356,3,1,19,2,3,6,4
645,29,1,Travel_Rarely,Sales,1,3,2,1,Sales Representative,3,Divorced,2800,6,1,19,3,3,3,2
646,53,0,Travel_Rarely,Sales,8,3,1,0,Sales Executive,4,Married,11836,5,0,14,3,3,2,0
647,35,0,Travel_Rarely,Research & Development,25,3,4,0,Manufacturing Director,2,Married,10903,3,0,16,1,3,13,10
648,37,0,Travel_Frequently,Sales,21,2,3,1,Sales Representative,4,Married,2973,5,0,15,2,3,5,4
649,53,0,Travel_Rarely,Research & Development,23,4,4,1,Research Director,4,Single,14275,6,0,18,3,3,12,9
650,43,0,Travel_Frequently,Research & Development,1,3,4,1,Healthcare Representative,4,Married,5562,4,0,13,2,2,5,2
651,47,0,Travel_Rarely,Sales,2,2,3,1,Sales Executive,4,Married,4537,0,1,22,1,3,7,6
652,37,0,Non-Travel,Sales,19,2,1,0,Sales Executive,2,Single,7642,1,1,13,4,3,10,0
653,50,0,Non-Travel,Research & Development,2,4,1,0,Manager,1,Divorced,17924,1,0,11,4,3,31,6
654,39,0,Travel_Rarely,Human Resources,2,3,4,1,Human Resources,4,Married,5204,8,0,11,3,3,5,4
655,33,0,Travel_Rarely,Human Resources,3,2,4,0,Human Resources,2,Divorced,2277,3,1,11,3,4,4,3
656,32,1,Travel_Rarely,Research & Development,25,4,1,0,Laboratory Technician,4,Single,2795,1,1,24,3,1,1,0
657,29,0,Travel_Rarely,Research & Development,7,1,1,1,Laboratory Technician,4,Divorced,2532,6,0,14,3,3,4,3
658,44,0,Travel_Rarely,Research & Development,9,2,2,0,Research Scientist,1,Married,2559,1,1,13,4,3,8,7
659,28,0,Travel_Rarely,Sales,5,4,1,0,Sales Executive,4,Single,4908,1,0,14,2,3,4,2
660,58,1,Travel_Frequently,Research & Development,2,1,4,0,Laboratory Technician,4,Divorced,2380,9,1,14,4,2,1,0
661,43,0,Travel_Rarely,Research & Development,8,3,1,1,Manufacturing Director,2,Divorced,4765,4,0,21,3,4,1,0
662,20,1,Travel_Rarely,Sales,2,3,3,1,Sales Representative,3,Single,2044,1,0,13,4,2,2,2
663,21,1,Travel_Rarely,Research & Development,18,1,4,1,Research Scientist,4,Single,2693,1,0,19,1,2,1,0
664,36,0,Travel_Rarely,Research & Development,14,1,3,0,Healthcare Representative,4,Married,6586,0,1,17,1,2,16,8
665,47,0,Travel_Rarely,Sales,2,4,4,1,Sales Representative,4,Single,3294,1,1,18,1,2,3,2
666,22,1,Travel_Rarely,Research & Development,3,1,2,1,Manufacturing Director,3,Married,4171,0,1,19,1,4,3,2
667,41,1,Travel_Rarely,Research & Development,2,4,2,1,Laboratory Technician,4,Divorced,2778,4,1,13,3,2,7,7
668,28,0,Travel_Rarely,Research & Development,9,3,3,1,Research Scientist,3,Divorced,2377,5,0,18,2,3,2,2
669,39,1,Travel_Rarely,Research & Development,6,3,4,0,Laboratory Technician,1,Married,2404,7,1,21,4,1,2,2
670,27,0,Travel_Rarely,Research & Development,4,3,2,1,Research Scientist,3,Single,2318,1,0,19,3,3,1,1
671,34,0,Travel_Rarely,Research & Development,10,3,2,0,Laboratory Technician,2,Divorced,2008,1,0,14,2,3,1,0
672,42,0,Travel_Rarely,Sales,14,2,3,1,Sales Executive,3,Single,6244,7,0,17,1,3,5,4
673,33,0,Travel_Rarely,Research & Development,1,4,3,0,Research Scientist,1,Single,2799,3,1,11,2,3,3,2
674,58,0,Travel_Rarely,Research & Development,5,3,3,1,Healthcare Representative,2,Divorced,10552,2,1,13,4,3,6,0
675,31,0,Travel_Rarely,Sales,7,4,2,0,Sales Representative,3,Married,2329,3,0,15,2,4,7,7
676,35,0,Travel_Rarely,Research & Development,21,1,4,1,Healthcare Representative,4,Married,4014,1,1,25,4,1,10,6
677,49,0,Travel_Rarely,Research & Development,8,2,1,1,Laboratory Technician,2,Married,7403,4,0,11,3,2,26,9
678,48,0,Travel_Rarely,Research & Development,20,4,4,0,Research Scientist,3,Married,2259,4,0,17,1,2,0,0
679,31,0,Non-Travel,Sales,20,2,4,1,Sales Executive,3,Married,6932,1,0,13,4,2,9,8
680,36,0,Travel_Rarely,Research & Development,7,4,2,0,Research Scientist,4,Single,4678,2,0,18,3,3,6,2
681,38,0,Travel_Rarely,Research & Development,1,3,4,1,Research Director,1,Married,13582,1,0,13,2,3,15,12
682,32,0,Non-Travel,Research & Development,1,3,3,1,Laboratory Technician,2,Married,2332,6,0,20,3,3,3,0
683,25,1,Travel_Rarely,Sales,19,2,3,0,Sales Representative,2,Married,2413,1,1,18,3,3,1,0
684,40,0,Travel_Rarely,Sales,10,4,1,0,Sales Executive,2,Divorced,9705,2,0,12,2,2,1,0
685,26,0,Travel_Frequently,Sales,1,3,3,0,Sales Executive,1,Single,4294,1,0,12,2,3,7,7
686,41,0,Travel_Rarely,Research & Development,6,3,4,0,Laboratory Technician,1,Single,4721,2,1,13,3,3,18,13
687,36,0,Travel_Rarely,Research & Development,2,4,3,0,Laboratory Technician,3,Single,2519,4,0,21,3,3,11,8
688,19,1,Travel_Rarely,Sales,21,3,4,0,Sales Representative,2,Single,2121,1,1,13,2,4,1,0
689,20,1,Travel_Rarely,Research & Development,4,3,1,0,Laboratory Technician,1,Single,2973,1,0,19,2,3,1,0
690,31,0,Travel_Rarely,Research & Development,12,3,4,1,Healthcare Representative,4,Married,5855,0,1,11,3,1,9,7
691,40,0,Travel_Frequently,Research & Development,9,4,4,0,Research Scientist,2,Divorced,3617,8,1,14,4,3,1,1
692,32,0,Travel_Rarely,Research & Development,3,4,3,1,Manufacturing Director,1,Married,6725,1,0,12,3,4,8,7
693,36,1,Travel_Rarely,Sales,3,1,3,0,Sales Executive,4,Married,10325,1,1,11,1,3,16,7
694,33,0,Travel_Rarely,Research & Development,1,3,2,1,Healthcare Representative,4,Single,6949,0,0,14,1,3,5,0
695,37,1,Travel_Rarely,Sales,1,4,1,0,Sales Executive,3,Married,10609,5,0,11,3,1,14,1
696,45,0,Non-Travel,Research & Development,4,2,3,0,Laboratory Technician,2,Married,4447,1,0,12,2,2,9,7
697,29,0,Travel_Frequently,Sales,20,3,3,1,Sales Representative,4,Married,2157,1,0,15,2,3,3,1
698,35,0,Travel_Rarely,Sales,18,3,3,1,Sales Executive,3,Married,4601,1,0,16,2,3,5,2
699,52,0,Travel_Rarely,Research & Development,1,2,4,0,Manager,4,Married,17099,2,0,15,2,2,9,8
700,58,1,Travel_Rarely,Research & Development,2,3,4,0,Research Scientist,3,Single,2479,4,0,24,1,3,1,0
701,53,0,Travel_Rarely,Sales,2,2,3,0,Manager,3,Divorced,14852,6,0,13,3,4,17,13
702,30,0,Travel_Rarely,Sales,8,2,3,0,Sales Executive,3,Divorced,7264,5,0,11,1,4,8,4
703,38,0,Non-Travel,Sales,10,3,3,1,Sales Executive,4,Single,5666,1,1,13,2,3,5,3
704,35,0,Travel_Rarely,Sales,3,4,4,0,Sales Executive,4,Divorced,7823,6,0,13,2,3,10,9
705,39,0,Travel_Rarely,Sales,2,5,1,0,Sales Executive,3,Single,7880,0,0,18,4,3,8,7
706,40,1,Non-Travel,Sales,24,3,2,1,Sales Executive,2,Single,13194,4,1,16,4,2,1,0
707,47,0,Travel_Frequently,Research & Development,16,4,3,0,Manufacturing Director,3,Divorced,5067,1,1,19,3,4,19,10
708,36,0,Non-Travel,Sales,8,4,1,0,Sales Executive,4,Divorced,5079,4,0,13,4,3,7,7
709,31,1,Non-Travel,Research & Development,9,2,3,0,Research Scientist,1,Single,2321,0,1,22,1,3,3,2
710,33,0,Non-Travel,Sales,17,3,4,0,Manager,3,Single,17444,1,0,11,4,3,10,8
711,29,1,Travel_Rarely,Research & Development,10,3,4,1,Research Scientist,1,Single,2404,6,1,20,3,3,0,0
712,33,0,Travel_Rarely,Research & Development,13,1,2,1,Research Scientist,4,Single,3452,3,0,18,1,3,3,2
